lago,fecha,indice,n_pixeles,media,mediana,desviacion,p10,p25,p75,p90,p95,p99,minimo,maximo,media_recortada_10,media_truncada_0_100,porcentaje_saturado_100,umbral_alto,porcentaje_alto,area_valida_km2,cobertura_valida_pct,porcentaje_area_alto
amatitlan,2025-01-28,CYA,35059,7.615247712844114,6.255226135253906,8.118218156358262,2.8970569610595702,3.9438122510910034,9.673685073852539,13.00351142883301,15.776329231262196,31.689518775939863,0.213515505194664,742.4227905273438,6.750686591171465,7.568930149078369,0.019966342451296387,40.0,0.4535212071080179,14.0236,93.33958296987713,0.4233148033945767
amatitlan,2025-01-28,NDVI,35059,-0.37082352229481974,-0.34375,0.20551847707026058,-0.660714328289032,-0.49382710456848145,-0.2235790342092514,-0.14385966956615448,-0.08641975969076157,0.05189227968454344,-0.982758641242981,0.44680851697921753,,,,,,,,
amatitlan,2025-01-28,NDWI,35059,0.5918178524031313,0.5824176073074341,0.1591084685460872,0.4054053723812103,0.4957982897758484,0.6934306621551514,0.8064516305923461,0.8701298236846924,0.95357889175415,0.0014306394150480628,0.9909909963607788,,,,,,,,
amatitlan,2025-04-15,CYA,36296,137.60111843566813,135.48837280273438,63.415767598052234,67.55551147460938,100.72067642211914,160.75106048583984,199.99569702148438,237.11883926391602,376.3515106201199,3.455888509750366,1273.5374755859375,132.55107153826697,92.54576110839844,75.38571743442803,40.0,97.0465065020939,14.5184,96.63291889314186,93.77887191679604
amatitlan,2025-04-15,NDVI,36296,-0.09405525977046889,-0.105869110673666,0.09628477040221803,-0.19855160266160965,-0.15644264221191406,-0.03141145035624504,0.024417354725301266,0.060334707610309124,0.1442344494163992,-0.9753086566925049,0.3601340055465698,,,,,,,,
amatitlan,2025-04-15,NDWI,36296,0.28588282703198714,0.28930099308490753,0.09504780881948066,0.17249620705842972,0.21498925611376762,0.34285715222358704,0.39578500390052795,0.4299299195408821,0.5567028909921647,0.0013532028533518314,0.9882698059082031,,,,,,,,
amatitlan,2025-04-28,CYA,35085,151.6008261351567,137.43211364746094,91.01494182912377,61.814903259277344,91.5610580444336,189.0262908935547,242.96002197265628,306.75396728515625,496.88312499999756,3.4224724769592285,2104.5283203125,140.41809395326533,90.96722412109375,70.37195382642155,40.0,97.06427248111729,14.034,93.40880425848253,90.66657628680697
amatitlan,2025-04-28,NDVI,35085,-0.06610616281032779,-0.09219860285520554,0.14946431424409576,-0.22506157755851747,-0.1739644855260849,0.045302003622055054,0.13049727678298972,0.18246982097625733,0.2722482025623319,-0.9781420826911926,0.5417790412902832,,,,,,,,
amatitlan,2025-04-28,NDWI,35085,0.29017524519954063,0.27708977460861206,0.1527866923837425,0.10346579849720001,0.16585364937782288,0.4019502103328705,0.4826086759567261,0.5462861418724055,0.6710078597068784,0.0,0.9911894202232361,,,,,,,,
amatitlan,2025-11-24,CYA,34563,9.395737197522495,6.953186988830566,11.369154554124945,2.6116107940673827,4.456908702850342,10.738083362579346,15.788282012939451,21.62934722900391,59.72287879943831,0.12172828614711761,539.4501342773438,7.543170217536596,9.3129243850708,0.31536614298527327,40.0,2.193096664062726,13.8252,92.01905377186638,2.0180667985728875
amatitlan,2025-11-24,NDVI,34563,-0.3918999586690689,-0.403726726770401,0.2358521773190769,-0.6991150379180908,-0.54347825050354,-0.23560209572315216,-0.0859375,0.0125000374391675,0.1914893537759781,-0.987500011920929,0.3496503233909607,,,,,,,,
amatitlan,2025-11-24,NDWI,34563,0.5405861887084566,0.5416666865348816,0.18593111506176374,0.2982456088066101,0.42176875472068787,0.6640923321247101,0.7883886575698852,0.856347018480301,0.9441785013675686,0.0,0.9918032884597778,,,,,,,,
amatitlan,2026-01-08,CYA,33410,17.27762034381156,14.483492374420166,15.461931904514287,7.6608983993530275,10.78910493850708,19.718421936035156,29.808380126953153,38.80236988067626,60.26485263824449,0.09072162210941315,1751.1070556640625,15.378072195640405,17.165189743041992,0.10475905417539659,40.0,4.552529182879377,13.364,88.94935585794218,4.049445383416045
amatitlan,2026-01-08,NDVI,33410,-0.13420242390562484,-0.13409964740276337,0.20297596443254606,-0.3675213158130646,-0.240963876247406,-0.009811982978135347,0.13104158639907854,0.20317310020327567,0.28166192233562465,-0.9848484992980957,0.42574259638786316,,,,,,,,
amatitlan,2026-01-08,NDWI,33410,0.4046586003980469,0.41244612634181976,0.1700839579910554,0.1713547796010971,0.30314377695322037,0.5067567825317383,0.6015037298202515,0.6785714030265808,0.8513958030939088,0.0,0.9912663698196411,,,,,,,,
