lago,fechas,mediana_tipica,mediana_maxima,p90_tipico,p99_maximo,area_alta_mediana_pct,area_alta_maxima_pct,fechas_criticas,fechas_criticas_lista,cobertura_minima_pct,saturacion_maxima_pct
amatitlan,11,103.3525161743164,262.2423553466797,191.51689147949216,526.5661267089845,76.33510718823462,97.49552264345533,6,"2025-04-15, 2025-04-28, 2026-03-29, 2026-04-13, 2026-04-28, 2026-06-19",77.6769352442778,97.35056210584042
atitlan,11,0.838354229927063,2.565951347351074,5.1970248222351065,507.6682983398434,0.21074514811895947,3.139044169698839,0,,43.205321515353134,2.5670190091493414
