lago,zona,fechas,mediana_cya_tipica,p90_cya_tipico,porcentaje_alto_mediano,porcentaje_alto_maximo
amatitlan,noreste,11,77.98970794677734,123.77715301513672,92.62048192771084,100.0
amatitlan,noroeste,11,119.36996459960938,214.400634765625,97.4139018544216,100.0
amatitlan,sureste,11,84.07881164550781,135.99488830566406,95.31844398085654,99.97219287025193
amatitlan,suroeste,11,60.033294677734375,112.71088409423828,95.65217391304348,100.0
atitlan,noreste,11,0.591752827167511,1.8276922702789307,0.07619552434115717,1.5865981209005495
atitlan,noroeste,11,0.7465354800224304,2.3604536056518555,0.17389800545713077,7.795411721284408
atitlan,sureste,11,0.49981260299682617,2.4538865089416504,0.5663367365495025,2.2513884392199834
atitlan,suroeste,11,0.8290616273880005,1.8625845909118652,0.5104561172402436,1.629156869331542
